,730ns,730ws,733ns,733ws,734ns,734ws,737ns,737ws,760ns,760ws,769ns,769ws,781ns,781ws,795ns,795ws,852ns,852ws,861ns,861ws,866ns,866ws,867ns,867ws
769ns,0.949226196419328,0.9196717616545379,0.9247159977893096,0.9275264741127308,0.9670392167066444,0.9423050755548398,0.9575531407063688,0.9485899986385388,0.9715955838625384,0.9601044484704829,0.9999979449234716,0.9497418607619036,0.9591507596170435,0.9389847334816503,0.964973552344966,0.940267692099552,0.9528288027045,0.956469348242682,0.9652883952664426,0.9376341045993456,0.9671522893987428,0.9361555432703011,0.969629770530998,0.959826978111904
769ws,0.9537044881162734,0.9518208077541024,0.9393078423423564,0.9471143087225494,0.9383083426397836,0.9640902871510304,0.9342982671678016,0.96165600669802,0.9395624751749118,0.9618328825058138,0.9497418607619036,1.0,0.9410485303180998,0.959983374448076,0.9425832009128899,0.9619432024451918,0.9365814545151414,0.9626307727060184,0.9458879892284694,0.9571928599747738,0.9364151535169308,0.9586086027976892,0.9432424570924572,0.9620327457345282
781ns,0.949129831107506,0.9210354385645658,0.9275686196910587,0.9251012316261727,0.9589784296426662,0.9410552814678176,0.9571264292684598,0.945189410221822,0.9568618847975822,0.9511851029313216,0.9591507596170435,0.9410485303180998,0.9999978022633748,0.9412564811903741,0.95855635967052,0.9414845478768886,0.945928649903144,0.9498226070816488,0.9562853827143124,0.9380594209386791,0.9565170569700208,0.937534370504046,0.9612579147274009,0.9496601673284188
781ws,0.9515845867613216,0.9504663083644116,0.942666155868754,0.9525048940691164,0.9351849408008244,0.9621072549960956,0.930041249424968,0.9604436709285564,0.9355515626891054,0.9586057302962836,0.9389847334816503,0.959983374448076,0.9412564811903741,0.9999970609843736,0.9408756039551871,0.9670837305354952,0.9301965981187303,0.9553708528564944,0.9416323591247208,0.9600097151864218,0.9330972503963628,0.9627788354509828,0.9386334253610268,0.9558171509684884
795ns,0.9478774129046156,0.9205839607149694,0.9224631064493036,0.9290050192372006,0.9708811957729084,0.942460210658166,0.9598952477196488,0.9468274994906578,0.966026654461652,0.957685744393696,0.964973552344966,0.9425832009128899,0.95855635967052,0.9408756039551871,0.9999976895589324,0.94185345441316,0.9505004166624532,0.9522337942179494,0.9589604040174382,0.9384005255720996,0.9602502085194534,0.9354390521954572,0.9641222315841712,0.9569519846419864
795ws,0.948653181262506,0.9473941193811956,0.9360026855341074,0.948065734747848,0.9346031960333149,0.9643969273699016,0.9323432012998549,0.9615565603630832,0.9371097964123424,0.9578931250281372,0.940267692099552,0.9619432024451918,0.9414845478768886,0.9670837305354952,0.94185345441316,0.9999970698725256,0.9342475708126908,0.95413329334188,0.942645532770314,0.9606944896756416,0.9330977467550148,0.96210561668704,0.9392941806040296,0.9582316962793344
852ns,0.9445562732102376,0.9098290791590088,0.9193536872403578,0.9205621695773942,0.9510560933932968,0.9370202558261104,0.9455698705581986,0.9385008975580036,0.953373358128726,0.9460895601015408,0.9528288027045,0.9365814545151414,0.945928649903144,0.9301965981187303,0.9505004166624532,0.9342475708126908,0.999997910091666,0.9534904108257632,0.9537802064424488,0.929815270825628,0.9527527843501444,0.9290372663570236,0.9534549280281877,0.9458972941025106
852ws,0.9545910813336314,0.9416452355006991,0.9352403148966808,0.940453242518605,0.9502228006114228,0.9565991178386676,0.9451664210517136,0.9590267368940648,0.9511145559452854,0.9633176903764196,0.956469348242682,0.9626307727060184,0.9498226070816488,0.9553708528564944,0.9522337942179494,0.95413329334188,0.9534904108257632,0.9999978267279754,0.951431593064342,0.9497399671370496,0.9461210884000312,0.9512348681966659,0.95185343597505,0.9625804708132384
861ns,0.9530230671218012,0.921325606346358,0.9336747610721507,0.9323644325253624,0.9606049899887268,0.9432906848907412,0.9491085044680916,0.9496619731181464,0.9594593881190888,0.9604185956457518,0.9652883952664426,0.9458879892284694,0.9562853827143124,0.9416323591247208,0.9589604040174382,0.942645532770314,0.9537802064424488,0.951431593064342,0.999997787736315,0.943628529902804,0.9657347874262492,0.9352210881473804,0.9622893327884436,0.9606148570990236
861ws,0.9494867647591064,0.948505565217908,0.942052448565562,0.9522193045929034,0.9365084420782932,0.9598205706735592,0.9302983337598985,0.9615952729832132,0.9332300642688056,0.950431671503859,0.9376341045993456,0.9571928599747738,0.9380594209386791,0.9600097151864218,0.9384005255720996,0.9606944896756416,0.929815270825628,0.9497399671370496,0.943628529902804,1.0,0.9316387640855492,0.9544010764051658,0.9348532335669814,0.9545680866906124
866ns,0.9486789442825758,0.9097790650472714,0.9239269328128202,0.9222212536835672,0.9671253582932118,0.9341173506987378,0.9540767149822376,0.9394050069552368,0.9623666292750545,0.9506181774705946,0.9671522893987428,0.9364151535169308,0.9565170569700208,0.9330972503963628,0.9602502085194534,0.9330977467550148,0.9527527843501444,0.9461210884000312,0.9657347874262492,0.9316387640855492,0.999997718805022,0.9301192990278068,0.9646907009472016,0.9513404338979372
866ws,0.9457991667051254,0.9477959074993612,0.9408363379313402,0.9444138952082672,0.9312793923578464,0.9548558684829921,0.9256272671675824,0.9531763871994464,0.9323215662674368,0.9547573735812735,0.9361555432703011,0.9586086027976892,0.937534370504046,0.9627788354509828,0.9354390521954572,0.96210561668704,0.9290372663570236,0.9512348681966659,0.9352210881473804,0.9544010764051658,0.9301192990278068,1.0,0.9357238724765676,0.9497936304665736
867ns,0.9494560919486559,0.9195161109890032,0.9249491340604076,0.9236384016617954,0.9711738833974144,0.9413738126114732,0.9581583526996564,0.948236994421701,0.969332581004398,0.9526051147575996,0.969629770530998,0.9432424570924572,0.9612579147274009,0.9386334253610268,0.9641222315841712,0.9392941806040296,0.9534549280281877,0.95185343597505,0.9622893327884436,0.9348532335669814,0.9646907009472016,0.9357238724765676,0.9999149503688004,0.958949234785108
867ws,0.9600855699330786,0.9382603846600149,0.9360263827018586,0.9408814812076536,0.9539188875504736,0.9598752087612468,0.9442756658513956,0.966991170328576,0.9518025039579016,0.9693935672438704,0.959826978111904,0.9620327457345282,0.9496601673284188,0.9558171509684884,0.9569519846419864,0.9582316962793344,0.9458972941025106,0.9625804708132384,0.9606148570990236,0.9545680866906124,0.9513404338979372,0.9497936304665736,0.958949234785108,0.9999110696619756
