,molecular_function,biological_process,cellular_component
0,0.9384136758939718,0.9163222504734616,0.9537450529217548
1,0.9399315503549264,0.9174040096274418,0.9520682381444162
2,0.9454633543615809,0.9173052278527964,0.948813352523476
3,0.9439705953803184,0.9106776300844652,0.9487538528815382
4,0.9415727355471624,0.9202907130662408,0.9577032435044428
