,molecular_function,biological_process,cellular_component
0,0.9117782429852346,0.8780212276802083,0.9327221733848502
1,0.9062325303405964,0.872124441849902,0.9370273770962092
2,0.9163048303406957,0.8758640327324291,0.918922381576258
3,0.9114544569254264,0.8773527343607989,0.9359193607647496
4,0.9183459650094568,0.8799134638177439,0.9293452561690138
