,molecular_function,biological_process,cellular_component
0,0.8709898306309789,0.8183764190705552,0.8797674568257677
1,0.8721156520648632,0.8262312398436074,0.9116947344082024
2,0.8690307837498096,0.8280586473400551,0.8738807504624484
3,0.8785864070416924,0.8218113685110475,0.9037813453245641
4,0.8792130156357507,0.8221973682085497,0.8963210796984146
