,molecular_function,biological_process,cellular_component
0,0.6736094545330501,0.5706140279777059,0.7461602613111217
1,0.6987316529418102,0.6328192782194095,0.7279279733212509
2,0.6960958058107273,0.5886869859213212,0.754494009223077
3,0.6761975888313777,0.6091321757478438,0.7089222982932304
4,0.6924829198389181,0.5844323288106676,0.668673488992086
