,molecular_function,biological_process,cellular_component
0,0.8511757578274959,0.7650006954817039,0.8561361098219992
1,0.8470466863101104,0.7633102438734449,0.8448818499866346
2,0.8145135394655472,0.7555271169130112,0.8583088452933151
3,0.8412781142494867,0.7530478679806711,0.841567552541033
4,0.8397608584189553,0.7546659589619309,0.8328997406444248
