,molecular_function,biological_process,cellular_component
0,0.7754157969217375,0.669342197912374,0.8372438901310821
1,0.798233610773926,0.6897710917238042,0.8188429256829707
2,0.7619937518213392,0.6719024271706386,0.7965756759939341
3,0.7768998976302816,0.6776637517138161,0.7991733371642498
4,0.7647002750978981,0.6955219583269951,0.8277785301898548
