,molecular_function,biological_process,cellular_component
0,0.6781015624304705,0.5506765028218861,0.6057479670528471
1,0.5342542998651272,0.5486237649218458,0.6688639665856904
2,0.5836101523550677,0.4632176075992607,0.6907611521405129
3,0.4837941813885832,0.4823466687223638,0.6937852305176873
4,0.66490341892563,0.494437605862639,0.605474885079864
